"No.","Time","Source","Destination","Protocol","Length","Info"
"23740","11:57:58.052663127","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23741","11:57:58.052663237","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48238 Ack=5126862 Win=65536 Len=0"
"23742","11:57:58.052918105","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23743","11:57:58.052918225","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23744","11:57:58.053122965","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48277 Ack=5131040 Win=65536 Len=0"
"23745","11:57:58.053199954","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23746","11:57:58.053365069","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23747","11:57:58.053397251","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48316 Ack=5135218 Win=65536 Len=0"
"23748","11:57:58.053516967","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23749","11:57:58.053597003","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23750","11:57:58.053689847","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48355 Ack=5139396 Win=65536 Len=0"
"23751","11:57:58.053689968","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23752","11:57:58.053912461","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23753","11:57:58.054023682","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48394 Ack=5143574 Win=65536 Len=0"
"23754","11:57:58.054110605","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23755","11:57:58.054231026","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23756","11:57:58.054388904","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48433 Ack=5147752 Win=65536 Len=0"
"23757","11:57:58.054389002","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23758","11:57:58.054515383","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23759","11:57:58.054742969","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48472 Ack=5151930 Win=65536 Len=0"
"23760","11:57:58.054743080","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23761","11:57:58.054874350","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23762","11:57:58.055038925","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48511 Ack=5156108 Win=65536 Len=0"
"23763","11:57:58.055039004","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23764","11:57:58.055212146","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23765","11:57:58.055368930","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48550 Ack=5160286 Win=65536 Len=0"
"23766","11:57:58.055369032","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23767","11:57:58.055569105","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23768","11:57:58.055695355","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48589 Ack=5164464 Win=65536 Len=0"
"23769","11:57:58.055695480","PcsCompu_60:73:28","Broadcast","ARP","60","Who has 10.10.5.0? Tell 10.10.5.11"
"23770","11:57:58.055695531","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23771","11:57:58.056146942","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23772","11:57:58.056280527","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48628 Ack=5168642 Win=65536 Len=0"
"23773","11:57:58.056280631","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23774","11:57:58.056577517","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23775","11:57:58.056688575","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48667 Ack=5172820 Win=65536 Len=0"
"23776","11:57:58.056688693","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23777","11:57:58.056864218","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23778","11:57:58.056991162","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48706 Ack=5176998 Win=65536 Len=0"
"23779","11:57:58.056991266","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23780","11:57:58.057156804","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23781","11:57:58.057502448","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48745 Ack=5181176 Win=65536 Len=0"
"23782","11:57:58.057502553","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23783","11:57:58.057502607","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23784","11:57:58.057604980","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48784 Ack=5185354 Win=65536 Len=0"
"23785","11:57:58.057605083","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23786","11:57:58.057846382","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23787","11:57:58.057913558","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48823 Ack=5189532 Win=65536 Len=0"
"23788","11:57:58.057913651","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23789","11:57:58.058172680","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23790","11:57:58.058328568","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48862 Ack=5193710 Win=65536 Len=0"
"23791","11:57:58.058328666","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23792","11:57:58.058555030","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23793","11:57:58.058749384","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48901 Ack=5197888 Win=65536 Len=0"
"23794","11:57:58.058749516","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23795","11:57:58.058863401","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23796","11:57:58.059004211","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48940 Ack=5202066 Win=65536 Len=0"
"23797","11:57:58.059400540","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23798","11:57:58.059592661","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23799","11:57:58.059802271","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=48979 Ack=5206244 Win=65536 Len=0"
"23800","11:57:58.059802408","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23801","11:57:58.059952059","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23802","11:57:58.060059832","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49018 Ack=5210422 Win=65536 Len=0"
"23803","11:57:58.060059916","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23804","11:57:58.060258438","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23805","11:57:58.060388068","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49057 Ack=5214600 Win=65536 Len=0"
"23806","11:57:58.060388198","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23807","11:57:58.060592829","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23808","11:57:58.060745946","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49096 Ack=5218778 Win=65536 Len=0"
"23809","11:57:58.060746029","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23810","11:57:58.060995070","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23811","11:57:58.061098720","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49135 Ack=5222956 Win=65536 Len=0"
"23812","11:57:58.061098840","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23813","11:57:58.061298541","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23814","11:57:58.061430046","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49174 Ack=5227134 Win=65536 Len=0"
"23815","11:57:58.061430167","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23816","11:57:58.061579185","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23817","11:57:58.061728151","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49213 Ack=5231312 Win=65536 Len=0"
"23818","11:57:58.061728236","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23819","11:57:58.061901281","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23820","11:57:58.062066942","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49252 Ack=5235490 Win=65536 Len=0"
"23821","11:57:58.062067038","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23822","11:57:58.062193312","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23823","11:57:58.062401058","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49291 Ack=5239668 Win=65536 Len=0"
"23824","11:57:58.062401178","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23825","11:57:58.062576096","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23826","11:57:58.062646398","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49330 Ack=5243846 Win=65536 Len=0"
"23827","11:57:58.062754421","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23828","11:57:58.062908456","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23829","11:57:58.063075729","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49369 Ack=5248024 Win=65536 Len=0"
"23830","11:57:58.063075826","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23831","11:57:58.063294508","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23832","11:57:58.063294611","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49408 Ack=5252202 Win=65536 Len=0"
"23833","11:57:58.063387186","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23834","11:57:58.063589932","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23835","11:57:58.063778159","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49447 Ack=5256380 Win=65536 Len=0"
"23836","11:57:58.063778273","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23837","11:57:58.064045159","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23838","11:57:58.064127756","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49486 Ack=5260558 Win=65536 Len=0"
"23839","11:57:58.064202509","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23840","11:57:58.064368438","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23841","11:57:58.064488875","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49525 Ack=5264736 Win=65536 Len=0"
"23842","11:57:58.064489032","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23843","11:57:58.064736363","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23844","11:57:58.064859645","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49564 Ack=5268914 Win=65536 Len=0"
"23845","11:57:58.064859727","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23846","11:57:58.065056671","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23847","11:57:58.065195998","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49603 Ack=5273092 Win=65536 Len=0"
"23848","11:57:58.065196085","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23849","11:57:58.065875247","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23850","11:57:58.065939409","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49642 Ack=5277270 Win=65536 Len=0"
"23851","11:57:58.065939491","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23852","11:57:58.066127191","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23853","11:57:58.066291273","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49681 Ack=5281448 Win=65536 Len=0"
"23854","11:57:58.066291394","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23855","11:57:58.066477242","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23856","11:57:58.066477351","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49720 Ack=5285626 Win=65536 Len=0"
"23857","11:57:58.066477394","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23858","11:57:58.066808658","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23859","11:57:58.066935591","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49759 Ack=5289804 Win=65536 Len=0"
"23860","11:57:58.066935716","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23861","11:57:58.067190568","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23862","11:57:58.067390900","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49798 Ack=5293982 Win=65536 Len=0"
"23863","11:57:58.067391017","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23864","11:57:58.067517631","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23865","11:57:58.067685580","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49837 Ack=5298160 Win=65536 Len=0"
"23866","11:57:58.067685683","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23867","11:57:58.067971202","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23868","11:57:58.068071619","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49876 Ack=5302338 Win=65536 Len=0"
"23869","11:57:58.068071710","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23870","11:57:58.068238805","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23871","11:57:58.068335440","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49915 Ack=5306516 Win=65536 Len=0"
"23872","11:57:58.068454846","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23873","11:57:58.068737413","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23874","11:57:58.068950057","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49954 Ack=5310694 Win=65536 Len=0"
"23875","11:57:58.068950149","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23876","11:57:58.069035783","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23877","11:57:58.069247851","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=49993 Ack=5314872 Win=65536 Len=0"
"23878","11:57:58.069247954","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23879","11:57:58.069458167","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23880","11:57:58.069661239","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50032 Ack=5319050 Win=65536 Len=0"
"23881","11:57:58.069661341","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23882","11:57:58.069864703","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23883","11:57:58.070039583","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50071 Ack=5323228 Win=65536 Len=0"
"23884","11:57:58.070039706","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23885","11:57:58.070175013","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23886","11:57:58.070293309","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50110 Ack=5327406 Win=65536 Len=0"
"23887","11:57:58.070293419","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23888","11:57:58.070546160","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23889","11:57:58.070636977","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50149 Ack=5331584 Win=65536 Len=0"
"23890","11:57:58.070637087","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23891","11:57:58.070805316","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23892","11:57:58.070902174","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50188 Ack=5335762 Win=65536 Len=0"
"23893","11:57:58.070902260","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23894","11:57:58.071157313","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23895","11:57:58.071302686","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50227 Ack=5339940 Win=65536 Len=0"
"23896","11:57:58.071302764","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23897","11:57:58.071446015","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23898","11:57:58.071708599","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50266 Ack=5344118 Win=65536 Len=0"
"23899","11:57:58.071708678","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23900","11:57:58.072236018","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23901","11:57:58.072236104","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50305 Ack=5348296 Win=65536 Len=0"
"23902","11:57:58.072341490","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23903","11:57:58.072450408","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23904","11:57:58.072672193","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50344 Ack=5352474 Win=65536 Len=0"
"23905","11:57:58.072672278","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23906","11:57:58.072923631","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23907","11:57:58.073053525","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50383 Ack=5356652 Win=65536 Len=0"
"23908","11:57:58.073053623","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23909","11:57:58.073417180","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23910","11:57:58.073417290","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50422 Ack=5360830 Win=65536 Len=0"
"23911","11:57:58.073536082","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23912","11:57:58.073635104","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23913","11:57:58.073771497","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50461 Ack=5365008 Win=65536 Len=0"
"23914","11:57:58.073771621","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23915","11:57:58.074017090","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23916","11:57:58.074111289","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50500 Ack=5369186 Win=65536 Len=0"
"23917","11:57:58.074111427","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23918","11:57:58.074417648","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23919","11:57:58.074689028","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50539 Ack=5373364 Win=65536 Len=0"
"23920","11:57:58.074689155","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23921","11:57:58.075039070","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23922","11:57:58.075090206","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50578 Ack=5377542 Win=65536 Len=0"
"23923","11:57:58.075264860","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23924","11:57:58.075265027","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23925","11:57:58.075445518","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50617 Ack=5381720 Win=65536 Len=0"
"23926","11:57:58.075445605","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23927","11:57:58.075740132","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23928","11:57:58.075927144","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50656 Ack=5385898 Win=65536 Len=0"
"23929","11:57:58.075927278","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23930","11:57:58.076216397","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23931","11:57:58.076356831","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50695 Ack=5390076 Win=65536 Len=0"
"23932","11:57:58.076622416","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23933","11:57:58.076858277","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23934","11:57:58.076964462","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50734 Ack=5394254 Win=65536 Len=0"
"23935","11:57:58.076964555","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23936","11:57:58.077096042","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23937","11:57:58.077390574","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50773 Ack=5398432 Win=65536 Len=0"
"23938","11:57:58.077390684","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23939","11:57:58.077558575","10.10.5.14","10.10.5.13","SMB","4232","Trans2 Request, SESSION_SETUP"
"23940","11:57:58.077908836","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50812 Ack=5402610 Win=65536 Len=0"
"23941","11:57:58.077908981","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
"23942","11:57:58.077909045","10.10.5.14","10.10.5.13","TCP","1514","49632  >  445 [ACK] Seq=5402610 Ack=50851 Win=65024 Len=1460 [TCP segment of a reassembled PDU]"
"23943","11:57:58.078011746","10.10.5.14","10.10.5.13","SMB","2772","Trans2 Request, SESSION_SETUP"
"23944","11:57:58.078175984","10.10.5.13","10.10.5.14","TCP","60","445  >  49632 [ACK] Seq=50851 Ack=5406788 Win=65536 Len=0"
"23945","11:57:58.078176127","10.10.5.13","10.10.5.14","SMB","93","Trans2 Response<unknown>, Error: STATUS_NOT_IMPLEMENTED"
